stk1,stk2,flag,a,b
600106,620,1,-0.2875061789072355,1.2528578275533646
600106,923,1,-0.1517631997902017,2.613837494821575
600106,2556,1,-0.2918093520408079,1.215764898327691
600106,2141,1,-0.3431375424505168,0.6804439832908985
600106,600787,1,-0.28574537150182483,1.2111938013263366
600106,338,1,-0.26977597877314713,1.36875003695205
600106,600019,1,-0.33552410168267693,0.6785438253644407
600106,2677,1,-0.2721830338810644,1.2496300132362494
600106,603819,0,0,0
600106,601111,1,-0.2748576753771108,1.244878655670797
600106,600697,0,0.0792711282787703,4.255032441275368
600106,600350,1,-0.32263960526538576,0.8246329698759061
603989,2431,0,-0.40103684455333943,0.3169062005969906
603989,906,0,-0.39069154947226065,0.5426053561560424
603989,601636,0,-0.40405468607712597,0.23594412974346637
603989,603300,0,-0.39383602271178236,0.4680987794687116
603989,2597,0,-0.3961685156212824,0.41611313729809796
603989,877,0,-0.3984194582942412,0.365313317903088
603989,600569,0,-0.40749630474739973,0.15537095544483984
603989,2636,0,-0.4167578474054706,-0.056266827226329474
603989,600520,0,-0.3889365418338824,0.5824194668580133
603989,300344,0,-0.39621335028604293,0.41521350349191943
603989,300323,0,-0.40265534821500704,0.2678798297108644
603989,2307,0,-0.3966679474899534,0.3361691195218875
603989,550,0,-0.37082238423783354,0.9863788114096781
603989,910,0,-0.38818697009917036,0.5805927363823332
603989,659,0,-0.4068036110767308,0.17255107607035028
603989,517,0,-0.40529740835250105,0.20301167891039346
603989,2391,0,-0.3879972996297935,0.6021425012886807
603989,600197,0,-0.39389804813500384,0.46717868069457125
603989,2461,0,-0.3921717646957413,0.5092086056969781
603989,858,0,0.7297857845234402,0.8016859490858016
603989,601233,0,-0.39196876092912925,0.5017396507577196
603989,603789,0,-0.3598051612895225,1.283251274946732
603989,600209,0,-0.39890523226840385,0.301656529790647
603989,55,0,-0.400393910187461,0.31957241197149616
603989,651,0,-0.3809533555264892,0.7515180201292396
603989,600817,0,-0.4167578474054706,-0.056266827226329474
603989,837,0,-0.3886244717949552,0.5921393044081112
603989,600537,0,-0.4042410477688784,0.23051938982652315
603989,498,0,-0.40141318087235267,0.2953293267931457
603989,709,0,-0.40655489130497313,0.17649163455677355
603989,300306,0,-0.3885547649166785,0.5947983839709766
603989,600231,0,-0.4091461206456435,0.11786745594137807
603989,603528,0,0,0
603989,2329,0,-0.39106060469899256,0.5443224541484144
603989,2198,0,-0.3982743765541248,0.36663313091024935
603989,601800,0,-0.3887231904407382,0.5862724660042644
603989,600779,0,-0.3977714742781677,0.3796111982498714
