code,name,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders
601858,N科传,出版业,北京,63.42,1.31,7.91,294155.75,0.0,0.0,0.0,0.0,0.116,2.99,3.29,20170118,0.0,0.0,0.0,0.0,0.0,8.5,120666
000782,美达股份,化纤,广东,0.0,4.03,5.28,230458.91,111478.85,96321.59,63823.15,1.21,-0.066,2.31,5.32,19970619,-667.39,-0.01,-21.51,-142.23,7.68,-2.02,60975
600425,青松建化,水泥,新疆,0.0,13.79,13.79,1093204.5,209830.7,574859.06,320171.16,2.32,-0.135,3.18,1.65,20030724,-32719.69,-0.24,1.24,35.81,10.75,-12.72,82199
600610,中毅达,建筑施工,上海,0.0,3.76,10.71,149591.16,133635.67,1236.21,38262.12,0.36,-0.01,1.07,10.08,19920805,-31210.08,-0.29,-17.64,-318.15,15.22,-14.38,109331
000619,海螺型材,其他建材,安徽,40.97,3.6,3.6,394282.97,219144.38,149002.22,44097.85,1.22,0.253,6.9,2.0,19961023,142867.94,3.97,-7.74,23.06,16.22,3.78,31465
300588,熙菱信息,软件服务,新疆,65.79,0.25,1.0,56614.28,51147.35,620.26,2811.37,0.28,0.191,2.53,6.63,20170105,8074.63,0.81,0.0,0.0,20.97,5.47,45028
603628,清源股份,电气设备,福建,49.46,0.68,2.74,117525.67,97856.28,13912.67,11301.3,0.41,0.178,2.6,4.51,20170112,20116.61,0.73,0.0,0.0,27.51,9.38,68468
603689,皖天然气,供气供热,安徽,72.59,0.84,3.36,270016.03,54422.36,0.0,0.0,0.0,0.207,4.34,4.63,20170110,0.0,0.0,-24.26,-32.14,0.0,4.58,72083
600507,方大特钢,特种钢,江西,17.45,13.26,13.26,813404.56,378230.78,244187.91,4625.16,0.03,0.349,1.85,4.4,20030930,70133.15,0.53,-4.42,189.27,19.92,7.67,47422
300593,新雷能,电气设备,北京,28.94,0.29,1.16,52312.09,40647.65,4011.13,8755.4,0.76,0.324,4.09,3.06,20170113,17059.2,1.48,9.45,16.91,47.09,14.05,51639
000885,同力水泥,水泥,河南,3283.03,4.27,4.75,607655.25,100493.93,319444.41,119025.63,2.51,0.005,4.61,4.29,19990319,40866.26,0.86,-10.47,-97.62,20.99,0.1,23748
002302,西部建设,水泥,新疆,44.51,10.32,10.32,1435055.38,1134878.13,236046.7,105263.17,1.02,0.176,4.02,2.59,20091103,196204.27,1.9,8.44,-20.67,11.86,2.25,25513
603186,华正新材,元器件,浙江,31.46,0.32,1.29,110635.36,75836.61,0.0,0.0,0.0,0.526,4.05,5.45,20170103,0.0,0.0,25.63,114.72,0.0,8.19,30121
603266,天龙股份,塑料,浙江,45.63,0.25,1.0,68048.63,46028.76,15840.17,4256.5,0.43,0.614,5.49,6.81,20170110,27635.02,2.76,15.93,43.05,29.97,10.67,25599
603039,泛微网络,软件服务,上海,38.15,0.17,0.67,66718.81,52756.69,10954.41,0.0,0.0,0.562,5.34,5.35,20170113,19836.93,2.98,0.0,0.0,1.87,12.78,15448
002824,和胜股份,铝,广东,34.73,0.3,1.2,60617.38,32629.4,20764.1,15127.51,1.26,0.446,4.49,4.6,20170112,14318.35,1.19,8.59,56.76,24.79,9.69,56644
002748,世龙实业,化工原料,江西,52.55,0.74,2.4,113938.07,48953.35,51433.23,33256.03,1.39,0.295,4.2,4.92,20150319,38637.2,1.61,12.06,212.8,20.54,9.91,23974
002751,易尚展示,家居用品,深圳,325.94,0.76,1.4,169209.56,50214.05,6018.76,9254.07,0.66,0.099,3.15,13.69,20150424,18105.27,1.29,7.54,-59.76,31.74,3.28,46361
300586,美联新材,化工原料,广东,64.93,0.24,0.96,46848.76,28402.25,12514.05,11197.55,1.17,0.401,4.77,7.28,20170104,14730.42,1.53,17.34,28.62,24.08,12.81,46207
002838,道恩股份,塑料,山东,48.35,0.21,0.84,67476.68,40767.73,13757.82,9038.25,1.08,0.732,7.19,6.56,20170106,27768.75,3.31,19.03,48.28,25.35,11.32,41516
002840,华统股份,食品,浙江,34.89,0.45,1.79,139658.75,43624.51,69182.34,30327.01,1.7,0.359,5.83,2.87,20170110,32090.44,1.8,108.22,50.52,5.62,2.38,77921
600692,亚通股份,水运,上海,155.91,2.55,3.52,234323.22,188340.16,4441.12,6123.2,0.17,0.09,1.76,10.69,19931119,15304.4,0.44,89.55,55.21,17.14,5.01,32594
603579,荣泰健康,医疗保健,上海,38.86,0.18,0.7,85025.8,58722.13,12645.32,8505.99,1.22,1.999,7.82,13.24,20170111,25161.74,3.59,24.49,60.19,37.7,16.39,16236
002265,西仪股份,汽车配件,云南,1979.76,2.91,2.91,78051.28,51834.51,23072.1,14283.32,0.49,0.012,1.67,18.68,20080806,2617.23,0.09,1.62,122.0,12.3,0.94,16144
600599,熊猫金控,多元金融,湖南,0.0,1.66,1.66,117707.95,66659.74,2068.11,50607.8,3.05,-0.014,4.16,8.72,20010828,828.78,0.05,28.02,-142.31,75.56,-1.01,23912
300595,欧普康视,医疗保健,安徽,22.1,0.17,0.68,40403.19,32539.08,3199.88,6352.43,0.93,1.28,5.58,6.76,20170117,15384.25,2.26,0.0,0.0,77.39,51.52,31150
002836,新宏泽,广告包装,广东,80.37,0.2,0.8,37663.59,16352.42,13938.55,1328.31,0.17,0.376,4.23,9.52,20161229,15525.92,1.94,0.0,0.0,37.87,16.2,36820
603444,吉比特,互联网,福建,23.33,0.18,0.71,133452.05,113301.65,3485.8,676.39,0.1,6.485,16.85,11.97,20170104,81245.15,11.42,300.55,235.67,96.28,50.15,16539
601137,博威合金,铜,浙江,44.7,4.3,6.27,442883.81,251444.67,107719.82,183497.97,2.93,0.34,4.84,3.13,20110127,50567.25,0.81,24.96,204.46,12.63,5.31,14612
300584,海辰药业,化学制药,江苏,45.06,0.2,0.8,34061.55,9754.3,15028.7,7264.67,0.91,0.39,4.37,5.36,20170112,11848.53,1.48,0.0,0.0,66.38,16.06,36511
002040,南 京 港,港口,江苏,170.07,2.46,2.46,106676.6,13183.54,33265.55,20872.77,0.85,0.086,2.8,7.0,20050325,17933.51,0.73,20.49,39.92,50.07,15.55,24125
000798,中水渔业,渔业,北京,0.0,3.19,3.19,79636.09,34178.95,27507.96,33053.23,1.03,-0.099,1.65,7.72,19980212,-15530.7,-0.49,-4.77,-234.44,4.29,-8.74,28656
603929,亚翔集成,装修装饰,江苏,23.53,0.53,2.13,115025.65,110271.77,2156.11,10514.92,0.49,0.712,4.15,5.38,20161230,36964.55,1.73,0.0,0.0,13.95,8.5,50285
300590,移为通信,通信设备,上海,68.69,0.2,0.8,19933.81,19129.63,189.71,169.74,0.02,0.721,2.74,24.07,20170111,8948.9,1.12,-14.37,-18.95,61.07,32.93,36564
002388,新亚制程,元器件,深圳,635.16,3.82,4.0,109778.13,65060.78,8310.88,7981.25,0.2,0.02,1.44,11.55,20100413,8275.99,0.21,27.59,43.44,17.49,1.47,40522
300311,任子行,软件服务,广东,75.96,2.2,4.48,167962.19,56413.6,11510.37,50372.05,1.12,0.156,2.65,5.98,20120425,25131.68,0.56,82.51,142.94,65.23,18.58,32700
300580,贝斯特,汽车配件,江苏,40.25,0.5,2.0,104689.36,45251.4,48133.9,28680.76,1.43,0.414,4.42,5.03,20170111,20627.85,1.03,19.33,33.99,42.63,20.85,87954
603038,华立股份,装修装饰,广东,27.66,0.17,0.67,71994.88,41496.85,24199.65,68.73,0.01,1.099,10.07,4.03,20170116,42778.67,6.41,0.0,0.0,35.49,18.18,15525
603165,荣晟环保,造纸,浙江,21.84,0.32,1.27,76767.7,0.0,0.0,0.0,0.0,0.568,3.69,4.48,20170117,0.0,0.0,24.63,37.35,0.0,11.21,30049
600303,曙光股份,汽车整车,辽宁,159.84,5.75,6.76,966291.31,472324.81,255328.02,110360.32,1.63,0.051,4.1,2.66,20001226,73687.9,1.09,-1.95,157.81,15.11,1.48,114324
603032,德新交运,公路,新疆,46.46,0.33,1.33,34404.12,25663.67,4976.48,1657.23,0.12,0.318,2.53,7.8,20170105,11475.32,0.86,-21.63,20.19,34.21,21.18,30496
000638,万方发展,批发业,辽宁,403.17,3.09,3.09,213375.17,200323.75,192.24,9396.17,0.3,0.027,0.71,20.56,19961126,-18923.59,-0.61,4.07,208.09,4.81,6.85,51418
002741,光华科技,化工原料,广东,107.62,1.36,3.6,99636.21,62268.7,24934.77,8469.83,0.24,0.134,2.16,8.94,20150216,30765.27,0.85,13.54,12.67,24.34,6.92,51216
601003,柳钢股份,普钢,广西,73.71,25.63,25.63,2108668.75,1040353.81,997649.5,20843.6,0.08,0.048,1.78,2.66,20070227,83194.25,0.32,-4.35,112.54,5.24,0.66,81823
601038,一拖股份,农用机械,河南,38.68,5.94,9.9,1344905.63,749478.88,297377.53,212668.55,2.15,0.254,4.92,2.66,20120808,135398.81,1.37,-9.67,17.94,18.17,3.44,28827
603690,至纯科技,专用机械,上海,14.41,0.52,2.08,57301.45,43935.48,11052.0,523.47,0.03,0.172,1.82,1.82,20170113,11244.19,0.54,34.16,210.45,37.51,20.03,46477
300589,江龙船艇,船舶,广东,39.03,0.22,0.87,48683.78,25470.63,0.0,0.0,0.0,0.233,2.35,5.16,20170113,0.0,0.0,51.04,72.36,19.77,7.16,39800
601126,四方股份,电气设备,北京,44.38,8.13,8.13,593864.19,456528.91,59589.7,140850.72,1.73,0.185,4.55,2.4,20101231,130048.6,1.6,2.06,2.09,40.75,7.33,26168
300591,万里马,服饰,广东,51.91,0.6,2.4,71122.9,53925.05,15004.8,1451.95,0.06,0.113,1.51,5.19,20170110,7171.07,0.3,25.38,57.17,28.1,5.78,104334
603668,天马科技,饲料,福建,24.65,0.53,2.12,98112.68,63275.2,18413.71,2472.38,0.12,0.299,2.77,3.55,20170117,21620.03,1.02,11.15,38.07,22.74,9.77,54527
002300,太阳电缆,电气设备,福建,66.89,5.43,5.43,324023.28,171254.55,110416.47,34788.65,0.64,0.213,2.39,7.95,20091021,23276.36,0.43,-6.14,-19.52,13.79,4.63,35190
000931,中 关 村,区域地产,北京,970.35,6.68,6.75,305412.97,189359.11,51612.8,100745.52,1.49,0.008,1.26,8.57,19990712,-92410.5,-1.37,50.12,-96.54,43.12,0.55,104886
600782,新钢股份,钢加工,江西,30.07,27.87,27.87,2756121.0,1478673.38,1083162.5,567975.0,2.04,0.099,2.99,1.33,19961225,100630.93,0.36,18.6,212.69,5.67,1.29,32127
600992,贵绳股份,钢加工,贵州,234.48,2.45,2.45,215955.22,153524.05,27865.1,84036.9,3.43,0.054,5.51,3.04,20040514,20525.17,0.84,-11.94,5.23,16.21,1.33,17418
600793,宜宾纸业,造纸,四川,0.0,1.05,1.05,362327.94,57171.8,213963.02,10537.1,1.0,-0.443,0.03,984.08,19970220,-21090.32,-2.0,416841.22,-279.84,4.24,-22.67,4759
000996,中国中期,公路,北京,291.23,2.3,2.3,67265.5,4912.2,5148.87,25696.5,1.12,0.066,2.62,9.83,20000718,7961.58,0.35,23.12,38.46,7.92,22.76,36460
603036,如通股份,专用机械,江苏,71.12,0.51,2.03,73579.56,56679.8,13282.86,15650.63,0.77,0.234,4.15,5.35,20161209,29454.93,1.45,0.0,0.0,48.87,28.01,47504
002825,纳尔股份,化工原料,上海,94.17,0.25,1.0,46835.26,27741.95,14853.76,1918.71,0.19,0.488,4.53,13.51,20161129,21985.81,2.2,0.28,6.09,24.83,12.26,46122
600322,天房发展,区域地产,天津,0.0,11.06,11.06,3036503.25,2878856.0,11104.96,220524.2,1.99,-0.244,3.86,1.77,20010910,66405.36,0.6,5.01,-783.03,26.94,-15.1,83408
002590,万安科技,汽车配件,浙江,85.33,3.62,4.8,295229.69,199134.3,56099.32,81836.28,1.71,0.169,3.53,5.43,20110610,36159.34,0.75,23.0,35.73,24.2,5.53,52283
600679,上海凤凰,文教休闲,上海,270.67,1.87,4.02,170861.97,51791.82,12187.37,76253.36,1.9,0.085,3.06,10.06,19931008,-7365.97,-0.18,19.03,412.87,24.16,7.51,36411
600698,湖南天雁,汽车配件,湖南,938.39,4.31,9.72,133425.13,105034.42,21539.71,37418.3,0.39,0.008,0.68,14.96,19931206,-77079.31,-0.79,12.82,363.34,22.61,1.94,98842
002614,蒙发利,医疗保健,福建,38.09,2.9,5.55,448838.91,320879.59,61975.88,113447.72,2.04,0.267,4.52,3.0,20110909,79446.88,1.43,11.73,24.73,36.79,6.29,46195
000049,德赛电池,电气设备,深圳,46.89,2.05,2.05,436490.19,375533.59,17948.2,817.56,0.04,0.65,5.03,8.07,19950320,77493.65,3.78,-9.05,-22.92,9.3,2.48,26729
600387,海越股份,石油贸易,浙江,0.0,3.86,3.86,846956.5,171647.31,514297.81,16950.92,0.44,-0.001,3.01,5.13,20040218,32027.61,0.83,53.68,98.83,5.56,-0.01,22692
000921,海信科龙,家用电器,广东,12.81,9.02,13.63,1878022.38,1298354.38,336259.38,209286.19,1.54,0.634,3.41,3.18,19990713,93262.38,0.68,6.26,87.81,23.74,4.23,27955
002711,欧浦智网,仓储物流,广东,48.26,2.51,6.6,323111.22,200124.81,26199.82,95.23,0.0,0.242,2.24,6.96,20140127,72922.68,1.1,73.61,65.59,16.51,7.81,35051
600810,神马股份,化纤,河南,45.98,4.42,4.42,889234.63,402275.31,208598.38,179925.75,4.07,0.168,5.57,1.86,19940106,-1722.1,-0.04,-22.96,773.64,7.76,1.0,26168
603559,中通国脉,通信设备,吉林,174.22,0.22,0.88,56475.13,48641.28,4672.75,5630.26,0.64,0.248,4.6,12.52,20161202,14053.52,1.6,20.27,37.53,18.45,8.24,23814
600309,万华化学,化工原料,山东,15.99,21.62,21.62,5158506.5,1422187.63,2815626.5,4853.55,0.02,1.156,6.31,3.91,20010105,984475.38,4.55,41.55,74.14,30.11,11.94,37038
600760,*ST黑豹,汽车整车,山东,0.0,3.45,3.45,167254.61,80070.95,36117.51,55842.28,1.62,-0.05,1.09,21.91,19961011,-54141.68,-1.57,-33.18,85.2,5.17,-2.04,65046
600476,湘邮科技,软件服务,湖南,0.0,1.61,1.61,39418.01,32036.4,5638.73,13140.44,0.82,-0.029,1.16,27.36,20031210,-11940.25,-0.74,53.85,63.88,12.14,-2.27,15810
000893,东凌国际,食品,广东,374.25,4.01,7.57,529892.0,105854.47,66083.68,373424.88,4.93,0.024,5.63,2.14,19981224,-26324.48,-0.35,-79.74,107.88,6.4,1.11,40163
000511,*ST烯碳,矿物制品,辽宁,0.0,11.55,11.55,348693.53,257773.47,311.76,6361.47,0.06,-0.07,1.21,4.4,19930518,-856.55,-0.01,-32.83,-461.86,0.53,-13.56,184918
000819,岳阳兴长,石油加工,湖南,171.61,2.58,2.58,84395.85,54443.25,20266.31,7040.56,0.27,0.108,2.7,9.12,19970625,22986.77,0.89,-13.51,-23.64,11.15,2.79,26454
300417,南华仪器,电器仪表,广东,161.07,0.28,0.82,39983.65,34359.56,870.07,11993.74,1.47,0.25,4.51,11.9,20150123,15143.42,1.86,-6.23,-16.58,43.73,17.38,6171
300022,吉峰农机,其他商业,四川,130.06,3.21,3.8,266865.53,231351.95,11926.12,19949.2,0.52,0.055,0.68,14.07,20091030,-33946.96,-0.89,5.5,300.7,14.22,0.8,31986
600806,*ST昆机,机床制造,云南,0.0,3.9,5.31,265816.91,164798.48,46671.89,1976.5,0.04,-0.307,1.37,5.58,19940103,5819.98,0.11,-48.7,-268.98,16.92,-50.47,35198
000608,阳光股份,区域地产,广西,0.0,7.5,7.5,996266.81,364713.91,2784.0,51115.2,0.68,-0.448,3.97,2.05,19960919,143342.41,1.91,-9.67,-1955.72,53.45,-81.7,36904
600872,中炬高新,食品,广东,33.54,7.97,7.97,475912.41,263204.34,122130.56,27916.38,0.35,0.321,3.38,4.26,19950124,142376.84,1.79,13.2,51.84,37.2,11.15,41639
002043,兔 宝 宝,其他建材,浙江,39.09,4.68,8.28,185076.02,107849.96,18836.67,43043.48,0.52,0.22,1.81,6.19,20050510,19821.14,0.24,56.51,211.14,19.86,9.94,85303
000607,华媒控股,广告包装,浙江,71.43,4.87,10.18,279343.41,138146.2,23040.46,-23113.97,-0.23,0.125,1.64,7.24,19960830,83896.18,0.82,11.44,4.78,32.7,11.03,31994
300393,中来股份,塑料,江苏,52.29,0.77,1.83,273966.94,174572.73,27239.7,33471.5,1.83,0.679,5.15,9.2,20140912,36230.71,1.98,96.4,79.56,31.07,13.88,7033
002034,美 欣 达,纺织,浙江,216.34,0.61,1.08,107500.86,68693.05,20630.1,60329.88,5.58,0.16,7.7,5.45,20040826,7783.25,0.72,5.5,-17.06,17.34,2.6,7042
000898,鞍钢股份,普钢,辽宁,32.05,61.49,72.35,8789600.0,2477400.0,4917700.0,3151900.0,4.36,0.135,6.12,0.94,19971225,184500.0,0.26,-1.26,210.02,13.51,2.38,112749
600456,宝钛股份,小金属,陕西,0.0,4.3,4.3,689530.19,395478.5,262169.22,237071.52,5.51,-0.27,7.6,2.54,20020412,29348.55,0.68,2.55,-29.11,11.86,-7.52,33767
002753,永东股份,化工原料,山西,75.15,0.57,1.48,100560.53,58343.53,36032.87,34013.06,2.3,0.334,6.0,5.58,20150519,35856.31,2.42,17.32,16.37,23.89,6.64,14327
002417,三元达,通信设备,福建,0.0,2.1,2.7,77885.56,73511.13,760.84,40803.03,1.51,-0.269,1.39,11.64,20100601,-33144.46,-1.23,-25.59,-522.08,21.31,-36.61,19410
600686,金龙汽车,汽车整车,福建,0.0,4.43,6.07,2756316.25,2448114.0,185536.05,112962.57,1.86,-0.168,6.07,2.42,19931108,169145.19,2.79,-8.59,-137.78,12.85,-0.64,40528
002758,华通医药,医药商业,浙江,98.85,0.79,1.4,97040.0,68538.52,9802.37,20910.95,1.49,0.213,3.88,7.25,20150527,17661.38,1.26,1.4,-5.28,11.47,3.26,12801
002628,成都路桥,建筑施工,四川,286.57,6.8,7.37,563923.44,403112.41,5608.35,83869.86,1.14,0.022,3.56,2.39,20111103,91426.71,1.24,50.1,-39.07,2.15,1.18,48787
002110,三钢闽光,普钢,福建,24.38,5.35,13.74,1211280.13,524655.19,596607.88,459617.59,3.35,0.66,5.04,2.46,20070126,64208.01,0.47,0.96,180.77,10.86,5.39,27049
601717,郑煤机,工程机械,河南,72.39,13.78,16.21,1200181.38,880459.31,142082.23,349334.38,2.15,0.079,5.93,1.29,20100803,398009.84,2.46,-22.39,186.58,19.28,4.65,61304
000975,银泰资源,铅锌,内蒙,81.95,8.79,10.82,494361.66,150913.27,58433.01,205086.94,1.9,0.152,3.45,4.8,20000608,39193.28,0.36,8.64,-1.6,75.35,29.39,27494
600005,武钢股份,普钢,湖北,77.69,100.94,100.94,9669322.0,3913980.5,4586989.0,992948.38,0.98,0.037,2.85,1.33,19990803,419317.34,0.42,-12.34,136.98,7.75,0.86,346558
002204,大连重工,专用机械,辽宁,115.56,19.31,19.31,1699319.75,1281585.25,319295.13,240572.72,1.25,0.03,3.42,1.33,20080116,204048.67,1.06,-14.98,91.78,16.62,1.39,44372
600512,腾达建设,建筑施工,浙江,112.08,9.71,15.99,743703.88,573495.69,12076.65,0.0,0.0,0.05,2.88,1.95,20021226,27542.99,0.17,4.32,236.37,12.55,2.87,98830
300023,宝德股份,专用机械,陕西,114.73,1.31,3.16,615837.38,221749.66,12364.32,58975.38,1.87,0.111,3.21,5.3,20091030,10242.42,0.32,218.23,1609.38,31.66,9.54,29427
600803,新奥股份,农药化肥,河北,55.36,9.86,9.86,1752564.25,450155.16,506384.84,0.0,0.0,0.196,4.47,3.23,19940103,325863.53,3.31,-2.73,-61.63,25.23,4.82,24177
300198,纳川股份,塑料,福建,149.76,7.56,10.32,240899.02,146011.7,27764.56,14029.77,0.14,0.07,1.51,4.22,20110407,34731.37,0.34,-15.31,142.46,28.74,4.61,20809
600590,泰豪科技,电气设备,江西,116.79,5.04,6.67,788578.0,462719.41,74477.06,246280.47,3.69,0.101,5.61,2.8,20020703,52436.3,0.79,17.54,123.14,18.82,3.45,28750
600106,重庆路桥,路桥,重庆,21.19,9.08,9.08,686466.0,206224.31,31434.83,5429.05,0.06,0.269,3.72,2.04,19970618,147575.97,1.63,-4.35,40.28,87.58,106.22,60575
603989,艾华集团,元器件,湖南,37.82,0.84,3.0,216185.3,157733.05,47811.65,92728.82,3.09,0.669,5.73,5.89,20150515,41180.65,1.37,14.97,35.22,33.85,18.54,19228
002431,棕榈股份,建筑施工,广东,104.73,9.04,13.77,1337170.38,1065799.25,46592.6,148485.63,1.08,0.062,3.09,2.79,20100610,121270.3,0.88,-11.59,123.15,16.66,3.19,119291
000906,物产中拓,批发业,湖南,46.02,3.31,3.93,816769.38,703255.81,50698.46,85941.36,2.19,0.244,4.24,3.54,19990707,36602.43,0.93,53.85,41.49,2.79,0.44,20576
601636,旗滨集团,玻璃,湖南,19.24,24.72,26.08,1250517.88,262609.59,820978.44,141339.81,0.54,0.17,2.14,1.99,20110812,159493.27,0.61,30.83,268.31,26.36,9.12,103341
603300,华铁科技,钢加工,浙江,166.93,2.78,4.05,419464.84,158638.7,85157.24,34598.4,0.85,0.086,2.72,7.06,20150529,32262.21,0.8,37.17,-37.33,60.25,10.79,34854
002597,金禾实业,化工原料,安徽,20.02,5.54,5.64,394248.84,229326.3,127611.32,48990.92,0.87,0.623,4.01,4.15,20110707,106071.51,1.88,8.51,114.57,22.59,13.66,33231
000877,天山股份,水泥,新疆,1096.62,8.8,8.8,1969193.0,428801.19,1387675.63,308664.44,3.51,0.005,6.68,1.08,19990107,148265.2,1.68,-6.42,101.34,20.84,0.12,71588
600569,安阳钢铁,普钢,河南,40.66,23.94,23.94,3179197.75,1316306.25,1361503.38,346191.31,1.45,0.059,2.03,1.57,20010820,-278618.09,-1.16,1.62,111.01,9.33,0.83,130140
002636,金安国纪,元器件,上海,60.18,2.46,7.28,284641.31,199132.73,74704.13,19133.28,0.26,0.217,2.13,8.18,20111125,58132.98,0.8,12.5,242.37,18.94,7.61,61981
600520,*ST中发,机械基件,安徽,0.0,1.54,1.58,79591.45,32211.43,14876.37,37950.73,2.4,-0.023,2.61,8.7,20020108,-13692.65,-0.86,2.74,80.9,18.82,-2.35,11781
300344,太空板业,其他建材,北京,411.19,1.38,2.41,138222.98,56800.26,29973.7,33957.98,1.41,0.029,2.66,6.01,20120801,3458.48,0.14,141.29,118.45,40.28,3.59,7637
300323,华灿光电,半导体,湖北,41.77,6.75,8.36,631617.31,257406.88,228297.8,216950.27,2.6,0.19,3.98,2.36,20120601,29832.2,0.36,53.22,1478.77,21.29,13.17,19757
002307,北新路桥,建筑施工,新疆,135.95,5.57,5.57,1394375.88,925388.81,49197.51,50054.09,0.9,0.047,2.71,3.15,20091111,37783.12,0.68,13.45,9.69,9.89,0.76,61646
000550,江铃汽车,汽车整车,江西,18.0,5.17,8.63,2171097.0,1390683.38,512322.91,83944.25,0.97,1.267,14.12,2.15,19931201,1005603.38,11.65,1.55,-29.01,23.26,6.35,17687
000910,大亚圣象,家居用品,江苏,25.84,5.28,5.31,630335.69,430081.09,126596.01,1975.06,0.04,0.531,4.85,3.77,19990630,178586.41,3.36,-25.52,82.03,34.72,6.53,14894
000659,珠海中富,广告包装,广东,0.0,12.86,12.86,309704.34,89988.17,179766.56,26524.8,0.21,-0.062,0.76,7.43,19961203,-94058.47,-0.73,-13.89,-868.63,18.55,-5.88,70820
000517,荣安地产,区域地产,浙江,599.34,30.36,31.84,907905.63,806963.69,521.7,-169140.3,-0.53,0.006,1.11,4.6,19930806,197247.81,0.62,118.64,37.72,22.39,2.76,56417
002391,长青股份,农药化肥,江苏,36.22,2.2,3.59,382256.03,164507.17,122719.51,162984.81,4.53,0.376,8.07,2.25,20100416,78723.15,2.19,0.27,-26.94,25.68,10.06,21194
600197,伊力特,白酒,新疆,23.24,4.41,4.41,238665.05,181601.45,31424.0,20360.53,0.46,0.525,4.26,3.82,19990916,94954.27,2.15,2.44,0.9,49.97,19.49,37528
002461,珠江啤酒,啤酒,广东,62.44,6.8,6.8,632939.38,172133.36,375175.53,159585.97,2.35,0.16,5.1,2.61,20100818,103367.71,1.52,1.31,45.72,41.11,3.73,26533
000858,五 粮 液,白酒,四川,20.62,37.96,37.96,6034509.5,5262727.5,507582.5,95325.56,0.25,1.344,11.96,3.09,19980427,3247184.75,8.55,16.97,10.83,70.13,28.82,197704
601233,桐昆股份,化纤,浙江,24.71,9.64,12.32,1831545.63,767976.81,889269.38,551843.38,4.48,0.52,8.49,1.76,20110518,340640.63,2.77,6.79,458.83,7.6,3.16,35553
603789,星光农机,农用机械,浙江,80.02,0.8,2.02,152942.16,99976.85,23858.48,59934.63,2.97,0.26,5.52,5.04,20150427,24627.23,1.22,-16.49,-44.96,25.3,11.26,24219
600209,罗顿发展,综合类,海南,0.0,4.26,4.39,93089.4,25079.32,18355.5,11838.65,0.27,-0.11,1.53,8.24,19990325,7175.11,0.16,52.69,-146.95,11.72,-97.93,41646
000055,方大集团,其他建材,深圳,75.05,4.2,7.89,606644.75,486659.31,56503.44,50678.4,0.64,0.15,2.31,6.29,19960415,47083.69,0.6,-5.5,59.67,18.59,6.56,40064
000651,格力电器,家用电器,广东,10.03,59.72,60.16,18170746.0,13945858.0,1672439.13,18840.06,0.03,1.867,8.27,3.02,19961118,3994264.75,6.64,1.11,12.82,34.12,13.62,339957
600817,*ST宏盛,多元金融,陕西,0.0,1.56,1.61,33838.95,12510.35,8.02,21228.23,1.32,-0.006,0.58,31.53,19940128,-28753.6,-1.79,-19.46,21.12,81.45,-8.42,8310
000837,秦川机床,机床制造,陕西,0.0,4.81,6.93,780513.69,471833.75,195616.06,145425.06,2.1,-0.034,3.99,2.31,19980928,52698.16,0.76,2.8,78.25,12.93,-1.21,69454
600537,亿晶光电,半导体,浙江,16.96,11.76,11.76,647288.5,308236.19,303431.06,58786.17,0.5,0.328,2.6,2.85,20030123,127233.46,1.08,28.33,161.1,22.26,9.19,74256
000498,山东路桥,建筑施工,山东,28.41,3.54,11.2,1277580.13,1004569.63,48748.28,-55661.8,-0.5,0.221,2.92,2.87,19970609,185735.97,1.66,4.3,20.87,14.99,5.9,56846
000709,河钢股份,普钢,河北,30.29,106.17,106.19,17854344.0,5346177.5,8677997.0,2320581.5,2.19,0.088,4.17,0.85,19970416,833410.19,0.78,-3.4,83.9,12.78,1.58,394687
300306,远方光电,电器仪表,浙江,74.61,1.18,2.87,119284.65,83971.11,10106.71,46487.76,1.62,0.211,4.65,4.52,20120329,36449.12,1.27,22.1,57.36,66.72,37.5,10418
600231,凌钢股份,普钢,辽宁,398.59,16.08,25.19,1614137.0,725661.31,722043.0,45192.5,0.18,0.005,2.02,1.44,20000511,153115.27,0.61,3.98,107.9,6.65,0.14,61639
603528,多伦科技,软件服务,江苏,38.51,0.52,2.07,185322.75,163770.31,13272.24,37208.1,1.8,1.33,6.29,9.66,20160503,64043.2,3.1,0.0,0.0,63.01,38.92,28456
002329,皇氏集团,乳制品,广西,61.7,4.84,8.38,530288.56,210429.02,54577.46,130885.07,1.56,0.158,3.25,4.01,20100106,53144.91,0.63,52.18,76.38,32.29,8.32,84279
002198,嘉应制药,中成药,广东,261.56,4.65,5.08,105593.55,31313.16,26297.4,12340.65,0.24,0.04,1.87,7.49,20071218,29696.78,0.59,-13.79,-50.89,74.79,7.43,25331
601800,中国交建,建筑施工,北京,16.96,117.47,161.75,79272120.0,43111180.0,5398022.5,2543455.25,1.57,0.64,9.65,1.63,20120309,7693551.0,4.76,4.07,12.1,13.05,3.87,154016
600779,水井坊,白酒,四川,46.15,4.89,4.89,195792.47,138018.36,44086.8,39950.6,0.82,0.305,2.85,6.58,19961206,15043.52,0.31,28.38,110.6,74.71,18.77,41764
