code,name,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders
600984,建设机械,工程机械,陕西,56.58,5.21,6.37,531658.75,231095.22,215164.91,278791.34,4.38,0.111,5.0,1.67,20040707,-26824.3,-0.42,162.98,2565.84,27.02,7.61,9635
600662,强生控股,公共交通,上海,62.71,10.53,10.53,689072.19,285554.31,225936.75,76774.88,0.73,0.125,3.04,3.43,19930614,95561.82,0.91,2.41,-3.35,15.67,4.04,114233
600058,五矿发展,商贸代理,北京,392.47,10.72,10.72,2449593.0,2005429.63,97073.09,411974.28,3.84,0.028,4.67,3.13,19970528,-122649.81,-1.14,-47.88,103.25,4.88,0.11,85804
002101,广东鸿图,机械基件,广东,36.08,2.48,2.48,351204.19,150774.98,118704.21,116423.35,4.69,0.5,8.47,2.71,20061229,59366.78,2.39,14.99,32.76,23.93,6.33,22370
000927,一汽夏利,汽车整车,天津,0.0,15.95,15.95,715381.0,378255.31,123341.96,133983.8,0.84,-0.517,0.45,14.01,19990727,-271221.28,-1.7,-44.63,3.37,-29.54,-56.05,53909
000043,中航地产,全国地产,深圳,0.0,6.67,6.67,2434532.75,1538226.63,12687.74,55059.98,0.83,-0.039,5.84,1.78,19940928,239313.2,3.59,33.48,84.52,20.36,-0.64,36161
002092,中泰化学,化工原料,新疆,28.12,9.74,21.46,4518021.0,1530558.0,2360325.0,928067.13,4.32,0.41,7.1,1.75,20061208,204172.34,0.95,32.18,995.04,24.8,4.57,94575
600728,佳都科技,软件服务,广东,8964.72,13.09,15.54,393228.94,326836.16,7726.83,111346.32,0.72,0.001,1.66,4.98,19960716,-17294.75,-0.11,7.42,107.65,14.49,0.07,72583
002069,*ST獐岛,渔业,辽宁,172.91,6.82,7.11,431453.69,266797.03,108804.57,92936.06,1.31,0.045,1.38,7.48,20060928,-89778.56,-1.26,7.0,828.95,15.43,1.46,41235
600705,中航资本,多元金融,黑龙江,24.83,76.19,89.76,12382733.0,6079458.5,457200.84,407218.16,0.45,0.186,2.39,2.58,19960516,459299.69,0.51,21.69,-7.63,51.66,58.93,289487
603919,金徽酒,白酒,甘肃,34.92,0.7,2.8,194236.48,66277.65,97026.49,73797.81,2.64,0.62,5.64,4.73,20160310,52118.53,1.86,0.0,0.0,61.89,17.31,34977
002498,汉缆股份,电气设备,山东,31.86,33.25,33.27,659452.88,502004.19,41670.65,14835.04,0.04,0.096,1.31,3.13,20101109,62300.88,0.19,-5.05,30.79,18.96,11.05,163051
600838,上海九百,百货,上海,30.32,4.01,4.01,144381.17,28499.6,12404.23,18368.57,0.46,0.403,3.06,5.32,19940224,32155.51,0.8,-20.35,120.64,54.0,297.99,58922
601177,杭齿前进,机械基件,浙江,468.37,4.0,4.0,388549.78,182622.72,107559.92,86056.52,2.15,0.016,4.07,2.5,20101011,30618.38,0.77,-2.44,121.83,19.82,0.58,20072
300142,沃森生物,生物制药,云南,0.0,10.86,15.37,665571.94,243450.97,72917.21,102159.06,0.66,-0.17,1.48,6.84,20101112,-37859.89,-0.25,-44.1,-109.19,44.95,-58.75,63987
002464,金利科技,互联网,江苏,90.13,1.46,1.46,212585.02,29730.98,295.45,88484.43,6.08,0.54,7.33,8.85,20100831,-2900.4,-0.2,-10.97,163.86,83.79,31.13,7452
002560,通达股份,电气设备,河南,46.97,2.69,4.29,266652.09,142279.56,26741.69,69663.13,1.62,0.161,3.46,2.91,20110303,36875.37,0.86,40.53,76.4,14.6,5.88,36859
002566,益盛药业,中成药,吉林,96.33,2.0,3.31,275102.63,220275.91,30710.8,83181.31,2.51,0.094,5.31,2.27,20110318,50669.6,1.53,-1.05,-56.07,74.75,4.58,25186
000692,惠天热电,供气供热,辽宁,0.0,5.33,5.33,434134.44,161574.13,191256.23,38082.96,0.71,-0.086,2.46,2.45,19970227,25201.4,0.47,23.29,-24.23,5.74,-4.21,55357
600157,永泰能源,煤炭开采,山西,81.23,45.96,124.26,9470169.0,1998311.25,1926364.75,907883.0,0.73,0.037,1.9,2.11,19980513,174683.13,0.14,0.62,-12.37,38.24,6.04,262345
002157,正邦科技,饲料,江西,11.41,13.63,22.91,988512.31,356069.94,470031.69,41678.15,0.18,0.396,1.98,3.04,20070817,154603.63,0.67,8.23,393.76,15.6,6.52,74329
000790,泰合健康,中成药,四川,193.65,4.3,4.31,83640.55,47394.4,29721.96,3823.16,0.09,0.047,1.4,8.59,19980327,5547.08,0.13,14.74,134.45,57.92,5.44,35785
600967,北方创业,运输设备,内蒙,0.0,8.23,8.23,328619.41,222175.47,49139.4,71544.57,0.87,-0.039,2.72,5.14,20040518,58407.7,0.71,11.57,52.49,10.21,-2.75,55137
600017,日照港,港口,山东,39.65,30.76,30.76,1940392.75,296308.41,1076051.13,295582.47,0.96,0.075,3.37,1.18,20061017,375475.09,1.22,-2.8,-34.62,20.27,7.21,179382
601339,百隆东方,纺织,浙江,16.82,15.0,15.0,1076895.63,554183.88,313931.22,235926.55,1.57,0.265,4.66,1.28,20120612,279396.44,1.86,7.26,44.57,18.56,9.73,48745
603698,航天工程,专用机械,北京,197.06,0.89,4.12,411144.31,281769.47,68562.86,105929.92,2.57,0.105,5.4,5.13,20150128,64153.55,1.56,-41.91,-68.48,31.53,7.41,27004
000068,华控赛格,元器件,深圳,0.0,8.97,10.07,82086.46,47374.76,19144.09,119427.15,1.19,-0.031,0.58,13.48,19970611,-177560.91,-1.76,169.64,-44.64,30.07,-35.94,32838
002203,海亮股份,铜,浙江,24.95,14.45,16.92,1159477.88,671997.75,90775.15,21689.92,0.13,0.234,2.47,3.16,20080116,221368.0,1.31,26.79,31.3,7.28,3.12,47116
600458,时代新材,塑料,湖南,40.24,6.61,8.03,1305304.75,810804.63,264465.91,308872.34,3.85,0.254,6.1,2.23,20021219,98682.8,1.23,0.4,-9.42,17.42,2.47,49532
002109,*ST兴化,化工原料,陕西,0.0,3.58,7.02,167538.67,32326.85,128241.7,19684.25,0.28,-0.102,2.66,2.93,20070126,25138.5,0.36,-1.64,23.22,6.79,-11.28,20019
000700,模塑科技,汽车配件,江苏,25.18,6.97,7.17,582616.44,169519.5,141485.06,19183.56,0.27,0.232,4.46,1.75,19970228,121795.42,1.7,-1.8,-35.58,22.84,7.38,46903
300412,迦南科技,医疗保健,浙江,69.56,0.39,1.3,93318.75,72164.25,8884.5,41896.3,3.23,0.37,5.68,5.46,20141231,15472.95,1.19,19.63,12.37,51.86,22.75,13080
002384,东山精密,通信设备,江苏,75.18,5.52,8.47,1458066.63,912619.13,264983.16,164556.41,1.94,0.174,3.34,5.22,20100409,30662.46,0.36,98.8,161.5,13.12,2.85,21366
601100,恒立液压,工程机械,江苏,176.96,2.47,6.3,518663.94,255179.55,188294.38,208606.77,3.31,0.06,5.52,2.79,20111028,64129.0,1.02,20.52,-37.53,19.38,4.25,14555
600470,六国化工,农药化肥,安徽,0.0,5.22,5.22,631905.5,251934.77,296757.44,126267.7,2.42,-0.119,3.96,1.94,20040305,13029.57,0.25,-36.9,-143.64,7.91,-2.04,51414
002309,中利科技,电气设备,江苏,0.0,3.63,6.41,2623270.5,2051853.63,365946.31,333211.88,5.2,-0.24,8.43,1.6,20091127,139487.75,2.17,52.12,50.99,17.12,-1.88,29514
000017,深中华A,文教休闲,深圳,2283.7,3.03,5.51,6341.91,5631.66,381.31,62783.43,1.14,0.004,0.03,457.55,19920331,-119800.97,-2.17,-13.91,286.64,9.63,1.73,53355
600513,联环药业,化学制药,江苏,54.87,2.2,2.2,103380.05,73404.7,17187.0,32337.35,1.47,0.208,3.69,4.13,20030319,23399.77,1.07,-5.47,20.93,55.31,9.73,21226
600505,西昌电力,水力发电,四川,58.76,3.65,3.65,238182.22,34422.96,153178.81,7618.86,0.21,0.121,2.79,3.4,20020530,46902.09,1.29,4.99,-8.67,23.15,6.97,19412
600185,格力地产,区域地产,广东,24.07,16.18,20.6,2700869.25,2545668.0,19722.6,107754.8,0.52,0.21,3.43,1.66,19990611,341357.19,1.66,348.13,-55.99,35.68,18.02,50429
002561,徐家汇,百货,上海,30.92,3.96,4.16,245424.47,142556.44,57019.45,52352.23,1.26,0.413,4.78,3.56,20110303,85112.67,2.05,2.0,-6.05,29.76,11.48,29793
002519,银河电子,通信设备,江苏,45.52,4.44,6.72,517704.31,330726.0,43519.8,239280.0,3.56,0.4,4.89,4.24,20101207,53206.46,0.79,48.04,50.03,38.34,15.7,13453
002053,云南能投,食品,云南,39.75,3.72,5.58,326561.63,157682.91,92325.59,118614.21,2.12,0.319,3.87,4.37,20060627,34041.1,0.61,-16.01,136.51,59.27,17.95,18824
600770,综艺股份,综合类,江苏,223.57,11.05,13.0,630721.88,192938.63,156174.27,222064.3,1.71,0.031,2.64,3.55,19961120,-13380.34,-0.1,74.02,72.58,21.58,6.03,88317
600196,复星医药,化学制药,上海,20.26,19.08,24.15,4224410.0,1026791.31,490346.69,622938.25,2.58,0.902,8.48,2.87,19980807,837335.31,3.47,17.24,15.12,53.8,20.46,73256
000810,创维数字,元器件,四川,29.27,4.08,10.35,617473.81,517063.09,63902.6,2945.9,0.03,0.335,2.3,5.69,19980602,128621.07,1.24,24.94,36.92,21.64,8.16,48006
000597,东北制药,化学制药,辽宁,547.05,4.39,4.75,978271.81,505174.06,315922.75,177760.27,3.75,0.013,4.84,1.93,19960523,-5686.06,-0.12,24.99,102.74,30.73,0.16,36189
000571,新大洲Ａ,煤炭开采,海南,70.57,7.36,8.14,511602.16,113075.11,60526.93,65166.96,0.8,0.079,2.74,2.72,19940525,69465.56,0.85,-11.76,-23.84,29.72,11.1,85488
002546,新联电子,电气设备,江苏,71.6,6.57,8.34,315083.06,267787.38,30872.6,121613.65,1.46,0.08,3.25,2.29,20110211,57867.55,0.69,-14.04,-29.69,38.68,14.94,57278
600319,*ST亚星,化工原料,山东,0.0,3.16,3.16,190628.63,70503.43,101011.93,71594.9,2.27,-0.33,-0.82,-11.32,20010326,-134323.47,-4.26,2.94,39.37,4.16,-10.23,19224
600372,中航电子,航空,北京,121.11,17.59,17.59,1694494.25,1217991.63,284155.47,127452.61,0.72,0.126,3.33,6.12,20010706,239076.02,1.36,-3.26,5.23,33.24,5.75,54752
002538,司尔特,农药化肥,安徽,24.08,7.0,7.18,431891.69,227035.22,85152.15,137451.45,1.91,0.287,4.38,2.1,20110118,94430.88,1.31,-12.78,7.24,18.66,9.67,50641
002495,佳隆股份,食品,广东,128.92,6.66,9.36,116917.36,26827.0,53327.38,5495.26,0.06,0.032,1.19,4.65,20101102,8239.28,0.09,-16.44,-24.17,40.31,13.92,45732
600789,鲁抗医药,化学制药,山东,185.8,5.82,5.82,404400.16,176415.63,146253.25,109587.92,1.88,0.037,3.19,2.89,19970226,2642.0,0.05,4.27,2785.59,22.53,1.19,103611
002376,新北洋,电脑设备,山东,44.03,5.72,6.31,372723.56,170908.95,78263.75,64222.1,1.02,0.23,3.67,3.51,20100323,86115.61,1.36,33.83,27.74,41.7,13.02,35516
000552,靖远煤电,煤炭开采,甘肃,52.62,15.57,22.87,928447.81,362648.66,325899.84,183963.97,0.8,0.052,2.71,1.36,19940106,158108.81,0.69,18.31,-27.39,19.65,5.6,46247
600780,通宝能源,火力发电,山西,42.65,11.47,11.47,1013560.88,244807.42,527218.06,113974.61,0.99,0.097,4.12,1.34,19961205,214483.34,1.87,-14.83,-60.21,16.46,3.13,51100
600653,申华控股,汽车服务,上海,0.0,17.46,19.46,906356.31,435491.59,170154.34,34654.98,0.18,-0.087,1.1,3.32,19901219,-15587.95,-0.08,46.11,-6252.04,0.83,-2.6,218529
600259,广晟有色,小金属,海南,0.0,2.58,3.02,405015.69,305953.13,34415.93,76105.35,2.52,-0.392,1.57,24.37,20000525,-64000.55,-2.12,2.11,-23.32,4.63,-5.42,32537
002518,科士达,电器仪表,深圳,32.87,4.25,4.45,258939.16,194569.73,42768.87,58790.3,1.32,0.415,4.18,4.36,20101207,74962.27,1.68,17.43,32.87,36.82,15.9,20538
000830,鲁西化工,农药化肥,山东,33.42,14.64,14.65,2345997.25,303100.59,1485322.0,221020.92,1.51,0.06,5.77,0.95,19980807,194435.67,1.33,-23.54,-48.76,13.66,2.33,89204
603998,方盛制药,中成药,湖南,93.32,2.69,4.33,113262.9,53912.56,24155.82,16948.13,0.39,0.131,2.11,7.75,20141205,33465.96,0.77,0.33,-21.82,51.94,16.39,20715
603766,隆鑫通用,摩托车,重庆,21.09,8.25,8.45,920686.81,465620.44,202355.7,123397.86,1.46,0.78,6.92,3.14,20120810,344120.06,4.07,23.4,3.2,21.8,10.87,48791
600391,成发科技,航空,四川,225.45,3.3,3.3,539191.5,332045.91,152733.98,101153.42,3.06,0.12,5.24,6.9,20011212,30291.34,0.92,9.73,22.06,21.22,2.57,51276
600163,中闽能源,新型电力,福建,69.07,7.54,9.99,297973.41,66093.71,197208.52,209174.42,2.09,0.059,1.53,3.53,19980602,-162823.84,-1.63,-56.38,219.54,54.4,24.85,28335
002513,*ST蓝丰,农药化肥,江苏,42.04,2.13,3.4,419169.56,124256.07,168335.98,181164.13,5.33,0.258,7.33,1.97,20101203,27806.55,0.82,32.83,322.67,32.11,8.56,12754
002057,中钢天源,元器件,安徽,261.28,1.99,1.99,64000.85,36813.98,18168.49,22453.2,1.13,0.041,2.6,5.52,20060802,7633.35,0.38,5.97,-42.39,20.83,3.43,24497
002038,双鹭药业,生物制药,北京,35.94,5.67,6.85,396798.28,264737.91,29326.9,739.4,0.01,0.521,5.55,4.5,20040909,274137.41,4.0,-15.14,-26.93,71.53,51.11,28184
600398,海澜之家,服饰,江苏,14.93,15.31,44.93,2262100.0,1727255.25,239218.7,201740.47,0.45,0.537,2.08,5.15,20001228,524852.44,1.17,6.56,5.45,39.91,20.01,39938
002441,众业达,批发业,广东,43.9,3.15,5.41,479197.19,388110.78,30362.59,186927.47,3.46,0.22,6.27,1.98,20100706,89623.97,1.66,-1.43,-25.71,10.21,2.4,36797
300375,鹏翎股份,汽车配件,天津,30.08,0.79,1.86,149041.75,87048.93,37267.85,35527.4,1.91,0.527,6.44,3.28,20140127,57843.71,3.11,5.67,15.75,30.29,12.82,10099
600103,青山纸业,造纸,福建,193.17,10.62,17.74,524511.94,329111.84,119709.4,134735.66,0.76,0.03,1.8,2.93,19970703,-14041.02,-0.08,10.68,140.88,18.36,2.09,89210
002613,北玻股份,专用机械,河南,191.73,4.03,7.21,193018.61,115943.5,57776.96,43691.7,0.61,0.027,2.08,3.37,20110830,27535.89,0.38,2.81,-25.45,28.04,3.06,36003
600153,建发股份,商贸代理,福建,16.97,28.35,28.35,13548944.0,11834893.0,103604.6,243923.05,0.86,0.464,7.06,1.49,19980616,1357703.38,4.79,1.03,-18.32,6.39,1.51,160781
002583,海能达,通信设备,深圳,152.72,8.41,17.28,615012.06,419763.94,105987.11,196251.31,1.14,0.07,2.56,4.78,20110527,65154.76,0.38,64.39,8.78,48.54,4.85,38047
300498,温氏股份,农业综合,广东,10.51,28.38,43.5,3979928.5,1921961.63,1008968.88,571582.06,1.31,2.491,6.75,5.17,20151102,1823671.25,4.19,27.62,124.94,30.77,24.83,43274
600156,华升股份,纺织,湖南,0.0,4.02,4.02,118285.1,77562.22,14106.2,14295.8,0.36,-0.095,1.63,6.41,19980527,9046.1,0.22,-29.24,-568.11,3.6,-9.89,24192
601139,深圳燃气,供气供热,深圳,19.31,21.82,22.12,1642827.25,398061.91,745015.69,260115.47,1.18,0.338,3.53,2.47,20091225,261875.84,1.18,4.52,45.79,28.2,12.41,24193
601777,力帆股份,摩托车,重庆,44.0,12.37,12.56,2802292.25,1499908.0,540855.94,477487.34,3.8,0.148,5.41,1.61,20101125,143038.47,1.14,0.63,-30.79,15.01,2.37,69701
002285,世联行,房产服务,深圳,28.12,16.97,20.45,736539.88,632367.75,16209.05,57095.13,0.28,0.186,1.86,3.73,20090828,97603.4,0.48,37.7,50.89,23.15,9.05,68062
002022,科华生物,医疗保健,上海,35.94,3.8,5.13,221433.3,140796.98,31142.72,29159.1,0.57,0.398,3.56,5.36,20040721,84857.75,1.66,19.33,7.65,42.69,19.63,45213
000530,大冷股份,机械基件,辽宁,36.22,3.57,6.12,483850.31,211706.05,43134.12,95831.15,1.57,0.23,5.26,1.98,19931208,59645.51,0.97,4.58,32.51,17.51,10.53,39898
600676,交运股份,公共交通,上海,32.02,8.62,10.28,742415.56,364550.56,225995.77,118260.15,1.15,0.203,4.42,1.96,19930928,147964.45,1.44,-0.31,-18.3,11.26,3.41,66103
601218,吉鑫科技,机械基件,江苏,40.84,9.92,9.92,392255.16,282612.91,77988.81,58928.88,0.59,0.095,2.54,2.04,20110506,82435.42,0.83,-10.01,1.63,26.44,7.97,66325
600824,益民集团,百货,上海,39.87,10.54,10.54,285702.38,111034.86,20827.99,15640.04,0.15,0.13,1.93,3.57,19940204,63585.57,0.6,-21.68,-20.91,24.28,6.2,77285
002375,亚厦股份,装修装饰,浙江,38.83,11.32,13.4,1704314.38,1460699.88,48529.59,183730.72,1.37,0.2,5.32,1.94,20100323,366763.31,2.74,-20.97,-54.81,15.55,4.47,53496
600111,北方稀土,小金属,内蒙,952.24,36.33,36.33,1580087.63,1078247.13,220969.34,15597.85,0.04,0.009,2.27,5.29,19970924,333406.81,0.92,-20.64,-88.61,20.03,0.96,311564
000779,三毛派神,纺织,甘肃,0.0,1.86,1.86,89475.7,42347.12,41122.68,32181.25,1.73,-0.259,0.84,22.31,19970528,-38562.32,-2.07,12.66,-109.12,8.11,-27.97,21361
600587,新华医疗,医疗保健,山东,49.77,4.03,4.06,1078769.13,610983.25,146840.73,159651.13,3.93,0.361,8.26,2.9,20020927,124751.35,3.07,10.98,-28.4,20.67,2.48,21222
002523,天桥起重,工程机械,湖南,61.89,6.46,8.43,293604.09,214023.3,44514.05,62863.65,0.75,0.082,2.14,3.18,20101210,28670.68,0.34,58.42,71.74,30.82,9.22,38785
002027,分众传媒,软件服务,广东,28.25,35.43,87.37,994345.81,799665.63,25742.42,17212.74,0.02,0.37,0.76,17.79,20040804,606087.13,0.69,18.8,26.49,70.09,41.73,39762
300380,安硕信息,软件服务,上海,522.12,0.48,1.37,57849.82,46283.7,3137.92,14691.44,1.07,0.049,3.04,11.16,20140128,11633.17,0.85,-5.58,-32.58,0.0,3.93,22619
601908,京运通,半导体,北京,33.66,19.93,19.97,1004753.81,336492.06,424014.94,290489.56,1.45,0.151,3.15,2.14,20110908,127665.4,0.64,8.73,40.32,38.71,21.92,47964
600130,波导股份,通信设备,浙江,223.96,7.68,7.68,137998.2,104190.0,10502.3,45592.21,0.59,0.028,1.28,6.58,20000706,-30898.55,-0.4,110.64,-31.14,6.1,0.89,103090
002218,拓日新能,半导体,深圳,46.42,6.08,6.18,463044.41,185918.22,209138.8,193393.17,3.13,0.137,4.31,1.96,20080228,9329.0,0.15,141.39,176.2,24.06,8.68,53354
000547,航天发展,通信设备,福建,109.76,9.01,14.3,662474.56,372339.31,23014.67,422816.94,2.96,0.104,3.56,4.27,19931130,65261.76,0.46,81.73,12.22,40.85,12.62,100931
000004,国农科技,生物制药,深圳,159.19,0.83,0.84,38161.51,31194.0,3559.4,66.48,0.01,0.175,1.15,32.42,19910114,51.35,0.01,144.75,518.44,30.5,6.76,12712
300064,豫金刚石,矿物制品,河南,79.84,6.06,12.05,456018.81,158963.72,149632.36,70058.06,0.58,0.095,3.03,3.34,20100326,60731.15,0.5,28.79,50.99,33.35,14.79,29644
300443,金雷风电,专用机械,山东,35.14,0.57,1.19,158949.84,108793.82,26950.34,80274.97,6.74,1.16,12.07,4.32,20150422,47339.23,3.98,-15.63,27.98,44.38,31.93,17707
600006,东风汽车,汽车整车,湖北,44.37,20.0,20.0,1967963.75,1258006.63,297855.38,61461.46,0.31,0.114,3.26,2.06,19990727,317328.66,1.59,-9.17,-31.56,15.0,2.17,142371
300216,千山药机,医疗保健,湖南,433.34,2.67,3.61,318235.69,158218.3,44098.67,21622.02,0.6,0.052,2.78,10.83,20110511,37386.65,1.03,-0.93,-67.09,50.27,4.47,22346
600397,安源煤业,煤炭开采,江西,0.0,9.9,9.9,914672.13,420846.19,287802.0,186459.81,1.88,-0.744,2.83,1.77,20020702,-39733.3,-0.4,-34.96,-2868.92,6.06,-28.52,75581
002186,全 聚 德,酒店餐饮,北京,38.81,2.81,3.08,199842.67,109558.32,49304.53,53977.07,1.75,0.42,4.66,4.67,20071120,47670.5,1.55,-0.37,5.51,61.02,9.27,22219
600227,赤天化,农药化肥,贵州,0.0,9.5,17.36,781380.0,243692.22,466053.56,109240.26,0.63,-0.08,2.11,3.18,20000221,17503.21,0.1,7.45,23.3,16.53,-4.41,84072
000753,漳州发展,汽车服务,福建,230.06,8.19,9.91,464577.41,355531.78,27427.15,17653.11,0.18,0.016,1.51,3.33,19970626,23471.65,0.24,-3.89,132.23,11.25,0.75,76121
600510,黑牡丹,全国地产,江苏,24.69,7.96,10.47,1961128.0,1468094.88,36297.71,299120.63,2.86,0.253,7.18,1.16,20020618,218469.84,2.09,56.78,68.71,17.36,5.46,35918
000616,海航投资,全国地产,辽宁,0.0,14.3,14.3,891754.13,595265.13,8673.63,20155.42,0.14,-0.017,3.05,1.64,19961108,241756.95,1.69,-45.25,-141.07,40.27,-8.92,104509
300334,津膜科技,专用机械,天津,173.21,2.75,2.76,210550.34,130547.36,20796.47,69006.61,2.5,0.072,4.7,3.53,20120705,29725.96,1.08,12.5,7.53,35.37,5.01,16288
002004,华邦健康,化学制药,重庆,20.66,15.33,20.35,2353932.5,1247429.13,248479.09,547942.63,2.69,0.301,4.78,1.73,20040625,204623.56,1.01,4.81,3.57,34.6,12.31,128231
603606,东方电缆,电气设备,浙江,128.84,1.39,3.11,196370.56,146110.94,31948.84,12050.75,0.39,0.086,2.66,5.58,20141015,34060.59,1.1,-17.87,-13.42,14.94,2.36,30053
002633,申科股份,机械基件,浙江,0.0,0.87,1.5,61607.31,30214.66,20577.82,30301.55,2.02,-0.125,3.47,7.13,20111122,4987.6,0.33,-48.45,-27.98,22.05,-20.25,13358
600744,华银电力,火力发电,湖南,0.0,8.28,17.81,1880637.0,350698.41,1177243.38,488819.25,2.74,-0.003,2.22,2.22,19960905,-285746.25,-1.6,-26.37,-101.37,10.33,-0.11,99244
600825,新华传媒,出版业,上海,176.18,10.45,10.45,407359.56,229512.72,35003.26,55529.31,0.53,0.035,2.47,3.33,19940204,80667.97,0.77,-8.4,2.57,34.7,3.63,48577
300495,美尚生态,建筑施工,江苏,73.8,0.92,2.4,196746.63,92356.05,3850.71,50889.95,2.12,0.48,5.33,7.38,20151222,44317.4,1.84,11.74,25.93,31.51,20.84,19474
603508,思维列控,软件服务,河南,68.08,0.65,1.6,253235.2,216430.8,9090.45,134174.48,8.39,0.668,14.8,4.1,20151224,80020.17,5.0,-6.5,-35.11,60.61,24.94,26470
000785,武汉中商,百货,湖北,132.79,2.51,2.51,250875.3,84964.43,72972.6,7361.7,0.29,0.074,3.15,4.15,19970711,25368.34,1.01,-10.4,148.03,21.66,0.64,29692
000070,特发信息,通信设备,深圳,45.81,2.71,3.13,491168.81,342689.66,59677.68,95829.52,3.06,0.397,5.32,4.56,20000511,35709.8,1.14,91.1,135.08,16.18,3.82,21100
000554,泰山石油,石油贸易,山东,1348.61,3.63,4.81,105191.07,11325.69,43323.81,18721.27,0.39,0.006,1.9,5.95,19931215,13521.99,0.28,-8.12,-42.67,8.77,0.15,48794
002693,双成药业,化学制药,海南,0.0,4.03,4.05,131741.95,22490.42,26949.0,30330.99,0.75,-0.551,1.77,5.45,20120808,-2737.45,-0.07,-24.41,-698.07,51.48,-220.78,20349
002369,卓翼科技,通信设备,深圳,364.54,4.2,4.84,261964.02,132361.66,95553.75,65853.65,1.36,0.02,2.79,3.44,20100316,16345.37,0.34,-27.11,129.92,10.24,0.48,41858
000757,浩物股份,汽车配件,四川,158.38,3.66,4.52,85276.4,36479.76,20317.56,83475.13,1.85,0.045,1.26,7.64,19970627,-78726.27,-1.74,8.73,19.02,27.63,5.45,33856
600503,华丽家族,区域地产,上海,76.63,15.63,16.02,641171.88,402409.06,483.32,119900.1,0.75,0.078,2.34,3.42,20020709,75270.65,0.47,286.92,658.14,38.92,22.58,248487
600624,复旦复华,综合类,上海,107.22,5.83,6.85,197590.31,89564.28,25490.07,17256.49,0.25,0.056,1.59,5.01,19930105,23069.46,0.34,-5.01,25.23,34.41,7.6,76781
600831,广电网络,影视音像,陕西,46.96,5.63,6.05,646137.0,181108.52,361260.63,115272.02,1.91,0.203,4.61,2.76,19940224,94146.9,1.56,2.46,22.62,35.52,6.82,41843
002386,天原集团,化工原料,四川,0.0,6.72,6.72,1410812.75,404130.25,608663.38,185366.23,2.76,-0.072,5.9,1.34,20100409,118467.36,1.76,51.28,59.9,5.92,-0.55,42842
600729,重庆百货,百货,重庆,18.23,4.06,4.07,1287265.38,813353.81,247413.47,41376.93,1.02,0.973,11.38,2.08,19960702,347184.31,8.54,-7.05,2.05,16.23,1.55,19070
002214,大立科技,电器仪表,浙江,131.59,3.55,4.59,128192.4,103488.36,9525.17,19816.56,0.43,0.063,2.12,5.2,20080218,27441.33,0.6,15.09,2.96,46.78,10.88,35950
300167,迪威视讯,通信设备,深圳,0.0,3.0,3.0,120213.36,82746.15,3899.87,29839.55,0.99,-0.096,2.23,5.65,20110125,5878.01,0.2,-9.08,-76.81,34.48,-18.38,21478
000971,高升控股,互联网,湖北,150.52,2.43,5.11,356653.97,96147.59,6183.27,331387.13,6.48,0.13,6.76,3.26,20000427,-38023.78,-0.74,1304.27,357.3,29.05,12.79,15677
603566,普莱柯,生物制药,河南,36.42,1.62,3.24,160248.7,99931.15,25188.17,41297.9,1.28,0.483,4.52,5.19,20150518,64058.75,1.98,17.99,33.31,71.79,36.6,15227
300038,梅泰诺,通信设备,北京,82.25,1.38,1.9,326843.09,186749.56,21434.49,144414.73,7.58,0.369,10.22,3.96,20100108,28964.6,1.52,29.63,96.06,30.67,11.22,21431
600370,三房巷,纺织,江苏,82.06,7.97,7.97,168414.77,130704.02,34246.73,5900.81,0.07,0.057,1.56,4.0,20030306,28152.28,0.35,-10.69,84.7,15.03,6.63,33291
002647,宏磊股份,电气设备,浙江,0.0,2.19,2.2,131139.27,101607.88,18398.6,52349.87,2.38,-0.087,4.53,13.39,20111228,22151.95,1.01,4.52,-837.99,0.78,-0.73,14549
601611,中国核建,建筑施工,北京,66.85,5.25,26.25,6935044.0,5771149.0,290926.94,110020.7,0.42,0.22,3.18,5.37,20160606,317678.72,1.21,0.0,0.0,9.15,1.84,197790
002715,登云股份,汽车配件,广东,665.68,0.54,0.92,66612.46,34404.4,24257.43,24281.5,2.64,0.036,4.86,6.63,20140219,9129.75,0.99,18.28,116.79,25.05,1.67,12064
000875,吉电股份,火力发电,吉林,164.3,11.16,21.46,2780851.25,327892.25,1934003.75,261771.05,1.22,0.028,2.68,2.29,20020926,-26217.3,-0.12,-1.19,2.17,23.51,1.99,224401
300508,维宏股份,软件服务,上海,139.95,0.12,0.57,45146.43,31655.1,12593.21,20013.46,3.52,0.68,7.56,15.34,20160419,15298.5,2.69,0.0,0.0,69.91,33.82,12039
002516,旷达科技,纺织,江苏,27.35,5.44,15.04,644377.25,218637.34,344815.91,14606.92,0.1,0.2,1.83,3.33,20101207,96925.07,0.64,17.36,26.02,37.76,16.02,71787
000559,万向钱潮,汽车配件,浙江,33.63,22.9,22.94,1101084.38,675654.13,278438.16,30097.22,0.13,0.271,1.85,6.59,19940110,135340.06,0.59,7.06,8.9,22.06,8.01,146285
300357,我武生物,生物制药,浙江,41.25,0.72,1.62,66310.25,52191.55,8114.9,18170.96,1.12,0.635,3.89,8.97,20140121,24771.05,1.53,17.91,12.39,95.96,43.02,11134
